State;City;Population;;;;
Ohio;Rocky River;20 433;;;;
Oklahoma;Sapulpa;20 432;;;;
Georgia;Union City;20 427;;;;
Arizona;Nogales;20 407;;;;
California;Granite Bay;20 402;;;;
Wisconsin;Pleasant Prairie;20 400;;;;
Kansas;Pittsburg;20 394;;;;
Massachusetts;Gardner;20 381;;;;
Georgia;Decatur;20 380;;;;
New Jersey;Elmwood Park;20 374;;;;
New York;Grand Island;20 374;;;;
Louisiana;Hammond;20 363;;;;
Iowa;Johnston;20 359;;;;
Minnesota;Northfield;20 356;;;;
Iowa;Coralville;20 349;;;;
Louisiana;Harvey;20 348;;;;
Florida;Upper Keys;20 334;;;;
Ohio;Parma Heights;20 330;;;;
Ohio;Portsmouth;20 326;;;;
Florida;Oakleaf Plantation;20 315;;;;
Missouri;Affton;20 307;;;;
Nevada;Elko;20 300;;;;
California;Ramona;20 292;;;;
North Carolina;Shelby;20 276;;;;
Michigan;Ferndale;20 256;;;;
Maryland;Cumberland;20 235;;;;
Texas;Murphy;20 230;;;;
Virginia;Rose Hill;20 226;;;;
Ohio;Ashland;20 218;;;;
New York;East Northport;20 217;;;;
Louisiana;Sulphur;20 206;;;;
Colorado;Golden;20 201;;;;
California;Glen Avon;20 199;;;;
Michigan;Monroe;20 198;;;;
Ohio;Oregon;20 196;;;;
Pennsylvania;Johnstown;20 184;;;;
Pennsylvania;West Mifflin;20 175;;;;
South Carolina;Conway;20 175;;;;
Pennsylvania;Murrysville;20 162;;;;
New York;Lake Ronkonkoma;20 155;;;;
Texas;Belton;20 128;;;;
South Carolina;Simpsonville;20 125;;;;
Colorado;Louisville;20 112;;;;
Washington;Eastmont;20 101;;;;
Ohio;Miamisburg;20 092;;;;
Michigan;Ypsilanti;20 081;;;;
Florida;West Melbourne;20 078;;;;
California;Lathrop;20 075;;;;
Illinois;Lake Zurich;20 054;;;;
Washington;West Lake Stevens;20 049;;;;
Florida;Pace;20 039;;;;
Florida;Palm Valley;20 019;;;;
Georgia;Cartersville;20 015;;;;
Arizona;Little Colorado;19 982;;;;
Missouri;Warrensburg;19 963;;;;
Missouri;Raymore;19 963;;;;
South Carolina;Socastee;19 952;;;;
Oklahoma;Jenks;19 951;;;;
New York;North Bellmore;19 941;;;;
Oregon;Hayesville;19 936;;;;
Pennsylvania;King of Prussia;19 936;;;;
Illinois;Evergreen Park;19 935;;;;
Missouri;Rolla;19 926;;;;
Washington;Tukwila;19 920;;;;
Delaware;Middletown;19 910;;;;
Connecticut;Southbury;19 904;;;;
Wisconsin;Germantown;19 901;;;;
South Carolina;Lexington;19 893;;;;
California;Hermosa Beach;19 891;;;;
Colorado;Clifton;19 889;;;;
Florida;Lealman;19 879;;;;
Connecticut;Berlin;19 866;;;;
South Carolina;Hanahan;19 865;;;;
New York;Ogden;19 856;;;;
New York;Selden;19 851;;;;
Ohio;Painesville;19 840;;;;
Alabama;Selma;19 814;;;;
Massachusetts;Marblehead;19 808;;;;
Minnesota;West St. Paul;19 806;;;;
Florida;Lynn Haven;19 792;;;;
New York;Plattsburgh;19 740;;;;
Pennsylvania;Baldwin;19 740;;;;
Connecticut;New Canaan;19 738;;;;
Texas;Universal City;19 721;;;;
New York;Holtsville;19 714;;;;
Connecticut;Rocky Hill;19 709;;;;
Washington;Salmon Creek;19 686;;;;
Minnesota;Columbia Heights;19 675;;;;
California;La Crescenta-Montrose;19 653;;;;
Missouri;Spanish Lake;19 650;;;;
Florida;De Bary;19 648;;;;
Oklahoma;Mustang;19 638;;;;
Virginia;Tysons Corner;19 627;;;;
Arkansas;Bryant;19 625;;;;
Kentucky;Madisonville;19 622;;;;
Texas;Dickinson;19 595;;;;
Vermont;Essex;19 587;;;;
Oklahoma;Bethany;19 580;;;;
Connecticut;Montville;19 571;;;;
Minnesota;Willmar;19 570;;;;
Virginia;Montclair;19 570;;;;
Pennsylvania;McKeesport;19 561;;;;
New York;Lynbrook;19 558;;;;
Washington;Orchards;19 556;;;;
New York;Eastchester;19 554;;;;
Oklahoma;Sand Springs;19 553;;;;
Oklahoma;Altus;19 531;;;;
Florida;Ives Estates;19 525;;;;
North Carolina;Clemmons;19 522;;;;
Connecticut;Waterford;19 517;;;;
Oregon;The Dalles;19 517;;;;
Florida;La Belle;19 514;;;;
California;Albany;19 488;;;;
Alaska;Badger;19 482;;;;
Connecticut;Monroe;19 479;;;;
Maryland;Lake Shore;19 477;;;;
Texas;Angleton;19 472;;;;
Illinois;Homewood;19 464;;;;
Florida;Eustis;19 455;;;;
Illinois;Mokena;19 447;;;;
Georgia;Snellville;19 439;;;;
Washington;Hazel Dell;19 435;;;;
Illinois;Alsip;19 427;;;;
Hawaii;Koolauloa;19 409;;;;
Ohio;Pickerington;19 408;;;;
Maryland;Greater Upper Marlboro;19 407;;;;
Ohio;Norwood;19 405;;;;
Minnesota;Forest Lake;19 399;;;;
Texas;Alice;19 395;;;;
New Jersey;Lyndhurst;19 390;;;;
Illinois;Lake Forest;19 379;;;;
Texas;Stephenville;19 374;;;;
Delaware;Bear;19 371;;;;
West Virginia;Weirton;19 362;;;;
Louisiana;Bayou Cane;19 355;;;;
Florida;Lutz;19 344;;;;
Tennessee;Bluff City-Piney Flats;19 335;;;;
Texas;Horizon City;19 332;;;;
Utah;Payson;19 331;;;;
Rhode Island;Central Falls;19 328;;;;
Wyoming;Jackson Hole;19 309;;;;
New York;Mamaroneck;19 302;;;;
Illinois;Montgomery;19 301;;;;
Nevada;Sun Valley;19 299;;;;
Massachusetts;Winthrop;19 298;;;;
Virginia;Franklin Farm;19 288;;;;
New Jersey;Woodbridge;19 265;;;;
California;Blythe;19 258;;;;
Florida;Sun City Center;19 258;;;;
Maryland;Rosedale;19 257;;;;
North Carolina;Lexington;19 257;;;;
Oregon;Altamont;19 257;;;;
Washington;Port Angeles;19 256;;;;
Ohio;Broadview Heights;19 254;;;;
Florida;Pinecrest;19 251;;;;
California;Sierra;19 246;;;;
Pennsylvania;Upper St. Clair;19 229;;;;
Texas;Alamo;19 224;;;;
Michigan;Haslett;19 220;;;;
Georgia;Milledgeville;19 211;;;;
Nevada;Fernley;19 204;;;;
Washington;Silverdale;19 204;;;;
Washington;Mill Creek;19 200;;;;
Utah;North Salt Lake;19 193;;;;
Pennsylvania;West Chester;19 189;;;;
New Jersey;Millburn;19 187;;;;
Missouri;Old Jamestown;19 184;;;;
Ohio;White Oak;19 167;;;;
California;Dixon;19 164;;;;
New York;Cortland;19 164;;;;
Indiana;Shelbyville;19 163;;;;
Connecticut;East Lyme;19 159;;;;
Illinois;Jacksonville;19 159;;;;
Illinois;Matteson;19 156;;;;
Illinois;Bellwood;19 152;;;;
California;Carpinteria Valley;19 142;;;;
Alabama;Troy, AL;19 138;;;;
Washington;Covington;19 134;;;;
Kansas;Newton;19 120;;;;
California;Pinole;19 100;;;;
Maryland;Camp Springs;19 096;;;;
Indiana;Seymour;19 094;;;;
New Jersey;Morristown;19 085;;;;
New York;Ronkonkoma;19 082;;;;
New York;East Massapequa;19 069;;;;
Texas;Fresno;19 069;;;;
Massachusetts;Amherst Center;19 065;;;;
New Jersey;Hawthorne;19 048;;;;
Colorado;Montrose;19 045;;;;
Florida;Greater Sun Center;19 031;;;;
Massachusetts;Norton;19 031;;;;
New York;Mineola;19 028;;;;
Illinois;Brookfield;19 023;;;;
California;Castaic;19 015;;;;
Maine;Saco;19 014;;;;
New Jersey;Glassboro;19 007;;;;
California;Orinda;19 003;;;;
Florida;Jasmine Estates;18 989;;;;
Wisconsin;Howard;18 987;;;;
Ohio;Berea;18 986;;;;
New York;Melville;18 985;;;;
Oregon;Sherwood;18 978;;;;
Texas;Brownwood;18 972;;;;
Oklahoma;Claremore;18 971;;;;
Ohio;Sylvania;18 965;;;;
Arizona;Rio Rico;18 962;;;;
Connecticut;Ansonia;18 959;;;;
Georgia;Forest Park;18 949;;;;
Georgia;North Druid Hills;18 947;;;;
New York;North Bay Shore;18 944;;;;
Illinois;Macomb;18 943;;;;
Washington;Battle Ground;18 930;;;;
Pennsylvania;Carlisle;18 916;;;;
Texas;Orange;18 913;;;;
California;Chowchilla;18 909;;;;
Tennessee;Tullahoma;18 899;;;;
Florida;Cutler;18 889;;;;
Ohio;Brook Park;18 886;;;;
Missouri;Ozark;18 871;;;;
New York;Wantagh;18 871;;;;
Mississippi;Laurel;18 868;;;;
New York;West Hempstead;18 862;;;;
Maryland;Lanham-Seabrook;18 858;;;;
Ohio;Mayfield Heights;18 849;;;;
Ohio;Twinsburg;18 837;;;;
New York;Syosset;18 829;;;;
Texas;Ennis;18 823;;;;
Washington;Tumwater;18 820;;;;
Washington;Bonney Lake;18 809;;;;
Washington;Arlington;18 808;;;;
Washington;Union Hill-Novelty Hill;18 805;;;;
Minnesota;Stillwater;18 800;;;;
Ohio;Niles;18 778;;;;
Washington;Ellensburg;18 774;;;;
California;Casa de Oro-Mount Helix;18 762;;;;
Maryland;Langley Park;18 755;;;;
Vermont;South Burlington;18 743;;;;
West Virginia;Fairmont;18 740;;;;
Maryland;Westminster;18 724;;;;
Ohio;Forest Park;18 723;;;;
Washington;Frederickson;18 719;;;;
Maine;Augusta;18 705;;;;
Georgia;Thomasville;18 700;;;;
New Jersey;Iselin;18 695;;;;
Wisconsin;Marshfield;18 691;;;;
New York;Islip;18 689;;;;
Wisconsin;Middleton;18 671;;;;
New York;Whitestown;18 667;;;;
New Jersey;Point Pleasant;18 665;;;;
Kentucky;Erlanger;18 647;;;;
Utah;Brigham City;18 631;;;;
Kentucky;Murray;18 630;;;;
Virginia;Lorton;18 610;;;;
Mississippi;Gautier;18 596;;;;
Ohio;Whitehall;18 558;;;;
Illinois;Round Lake;18 536;;;;
Pennsylvania;Municipality of Murrysville;18 536;;;;
Illinois;Bourbonnais;18 534;;;;
California;Mead Valley;18 510;;;;
Ohio;Ashtabula;18 508;;;;
Colorado;Divide;18 488;;;;
Illinois;Bensenville;18 487;;;;
Florida;Sandalfoot Cove;18 470;;;;
New Jersey;Rutherford;18 464;;;;
Illinois;Frankfort;18 446;;;;
North Carolina;Clayton;18 445;;;;
Kentucky;Winchester;18 443;;;;
Illinois;Ottawa;18 428;;;;
Michigan;Trenton;18 427;;;;
Florida;Bartow;18 420;;;;
Maryland;Hyattsville;18 420;;;;
New Jersey;Secaucus;18 416;;;;
New York;Monsey;18 412;;;;
Illinois;Franklin Park;18 404;;;;
New York;Southeast;18 404;;;;
Louisiana;Shenandoah;18 399;;;;
Texas;Pampa;18 399;;;;
Texas;Palestine;18 393;;;;
Illinois;Deerfield;18 385;;;;
Wisconsin;Onalaska;18 385;;;;
Louisiana;Natchitoches;18 384;;;;
Florida;Marco Island;18 357;;;;
Arkansas;El Dorado;18 352;;;;
Massachusetts;Winthrop Town;18 352;;;;
Texas;Stafford;18 344;;;;
Wisconsin;Cudahy;18 341;;;;
Kentucky;Fern Creek;18 325;;;;
Ohio;Eastlake;18 321;;;;
New Jersey;Dover;18 313;;;;
Virginia;Meadowbrook;18 312;;;;
Ohio;Steubenville;18 303;;;;
Texas;Montalba-Tennessee Colony;18 295;;;;
Colorado;Sherrelwood;18 287;;;;
Maryland;Ballenger Creek;18 274;;;;
Texas;Cinco Ranch;18 274;;;;
Connecticut;Madison;18 269;;;;
Kentucky;Okolona;18 261;;;;
Texas;Bellaire;18 252;;;;
Hawaii;Makakilo;18 248;;;;
Oklahoma;McAlester;18 247;;;;
Virginia;Franconia;18 245;;;;
California;Cameron Park;18 228;;;;
Illinois;Mattoon;18 211;;;;
Connecticut;Wallingford Center;18 209;;;;
Missouri;Manchester;18 197;;;;
Utah;North Ogden;18 172;;;;
Massachusetts;Somerset;18 165;;;;
Florida;Florida Ridge;18 164;;;;
Georgia;Suwanee;18 164;;;;
Washington;Five Corners;18 159;;;;
Oklahoma;El Reno;18 153;;;;
California;Rosamond;18 150;;;;
Maryland;Green Haven;18 140;;;;
New York;Amsterdam;18 135;;;;
North Carolina;Boone;18 130;;;;
Idaho;Orchard;18 120;;;;
New York;Wheatfield;18 117;;;;
Connecticut;Avon;18 098;;;;
Georgia;Lizella;18 098;;;;
Illinois;Yorkville;18 096;;;;
Alabama;Fairhope;18 089;;;;
Connecticut;Wilton;18 062;;;;
Florida;Belle Glade;18 061;;;;
Minnesota;Hopkins;18 056;;;;
North Carolina;Elizabeth City;18 047;;;;
New York;Huntington;18 046;;;;
Florida;Ojus;18 036;;;;
Indiana;Vincennes;18 032;;;;
New York;Blooming Grove;18 028;;;;
Indiana;Logansport;18 019;;;;
Ohio;Springboro;18 017;;;;
West Virginia;Middletown district;18 006;;;;
Illinois;Cary;17 991;;;;
New York;Oswego;17 988;;;;
California;Rancho Mirage;17 982;;;;
Wisconsin;Wisconsin Rapids;17 966;;;;
New York;Lackawanna;17 955;;;;
Georgia;St. Marys;17 949;;;;
Rhode Island;Westerly;17 936;;;;
South Carolina;Waccamaw;17 927;;;;
Massachusetts;Newburyport;17 926;;;;
Florida;Seminole;17 923;;;;
North Carolina;Lenoir;17 920;;;;
Wyoming;Sheridan;17 916;;;;
Missouri;Farmington;17 915;;;;
Kentucky;St. Matthews;17 911;;;;
California;Arroyo Grande;17 908;;;;
Washington;Monroe;17 899;;;;
New Jersey;Tinton Falls;17 898;;;;
Missouri;Hannibal;17 893;;;;
Maine;Westbrook;17 886;;;;
New York;North Massapequa;17 886;;;;
Alabama;Helena;17 883;;;;
New York;Nanuet;17 882;;;;
Missouri;Creve Coeur;17 868;;;;
New Jersey;Dumont;17 863;;;;
New York;North Amityville;17 862;;;;
Louisiana;Gretna;17 845;;;;
Massachusetts;Pembroke;17 837;;;;
Colorado;Durango;17 834;;;;
Hawaii;Wahiawa;17 821;;;;
Minnesota;Albert Lea;17 815;;;;
Arkansas;Maumelle;17 804;;;;
New Jersey;Colonia;17 795;;;;
Illinois;Godfrey;17 782;;;;
California;Linda;17 773;;;;
Massachusetts;Grafton;17 765;;;;
Illinois;Sycamore;17 753;;;;
West Virginia;Martinsburg;17 743;;;;
Ohio;Tiffin;17 739;;;;
Connecticut;Willimantic;17 737;;;;
Virginia;Colonial Heights;17 731;;;;
California;Arcata;17 730;;;;
New York;Scarsdale;17 729;;;;
Maryland;Calverton;17 724;;;;
Oregon;Central Point;17 724;;;;
Maryland;Oxon Hill;17 722;;;;
Connecticut;Plainville;17 716;;;;
Alabama;Semmes;17 710;;;;
Iowa;Waukee;17 705;;;;
Maryland;Takoma Park;17 670;;;;
Massachusetts;Concord;17 668;;;;
Massachusetts;Sudbury;17 659;;;;
Indiana;New Castle;17 653;;;;
New Hampshire;Goffstown;17 651;;;;
Virginia;Radford;17 646;;;;
Nebraska;La Vista;17 636;;;;
Missouri;Kirksville;17 633;;;;
Illinois;Palos Hills;17 627;;;;
Wisconsin;Menasha;17 604;;;;
Florida;Punta Gorda;17 596;;;;
Michigan;Allendale;17 579;;;;
New York;New Castle;17 569;;;;
California;Prunedale;17 560;;;;
California;Shafter;17 559;;;;
California;Stevenson Ranch;17 557;;;;
California;Santa Fe Springs;17 537;;;;
Texas;Forney;17 536;;;;
Texas;South Houston;17 536;;;;
Mississippi;Ocean Springs;17 530;;;;
Ohio;Tallmadge;17 527;;;;
Massachusetts;South Hadley;17 514;;;;
Virginia;McNair;17 513;;;;
Tennessee;West Bradley;17 510;;;;
New York;North Babylon;17 509;;;;
Ohio;North Canton;17 490;;;;
Massachusetts;Rockland;17 489;;;;
Utah;Highland;17 456;;;;
Illinois;Hinsdale;17 446;;;;
Illinois;Marion;17 438;;;;
Ohio;New Philadelphia;17 438;;;;
Ohio;East Cleveland;17 432;;;;
Florida;Cocoa;17 419;;;;
California;East Hemet;17 418;;;;
New Jersey;Lindenwold;17 417;;;;
Virginia;Culpeper;17 411;;;;
Maryland;White Oak;17 403;;;;
Alabama;Tillmans Corner;17 398;;;;
Rhode Island;Portsmouth;17 389;;;;
Oklahoma;South Tulsa;17 377;;;;
Connecticut;Killingly;17 370;;;;
Massachusetts;Greenfield Town;17 368;;;;
Texas;Bay City;17 368;;;;
Massachusetts;Holden;17 346;;;;
Illinois;North Aurora;17 342;;;;
Virginia;Burke Centre;17 326;;;;
Oregon;Happy Valley;17 319;;;;
Maryland;Glassmanor;17 295;;;;
Virginia;Idylwood;17 288;;;;
Maryland;Seabrook;17 287;;;;
New York;Kings Park;17 282;;;;
Minnesota;Anoka;17 276;;;;
California;Moraga;17 270;;;;
Maryland;Redland;17 242;;;;
Missouri;Poplar Bluff;17 242;;;;
West Virginia;Beckley;17 238;;;;
Florida;Safety Harbor;17 234;;;;
Florida;Ruskin;17 208;;;;
New York;Massapequa Park;17 206;;;;
Kentucky;Fort Campbell;17 198;;;;
Virginia;Bristol;17 184;;;;
Indiana;Huntington;17 166;;;;
California;Live Oak;17 158;;;;
Oregon;Hermiston;17 137;;;;
Oklahoma;Ada;17 130;;;;
New York;Woodmere;17 121;;;;
New York;Geddes;17 118;;;;
Wisconsin;Ashwaubenon;17 111;;;;
Texas;Nederland;17 108;;;;
Michigan;Wayne;17 091;;;;
Minnesota;St. Michael;17 087;;;;
Vermont;Colchester;17 067;;;;
California;El Segundo;17 063;;;;
Massachusetts;North Attleborough Center;17 061;;;;
Iowa;Clive;17 052;;;;
Oklahoma;Durant;17 041;;;;
North Carolina;Leland;17 015;;;;
Mississippi;Clarksdale;17 011;;;;
New Jersey;Avenel;17 011;;;;
Oregon;Canby;17 010;;;;
Maine;Windham;17 001;;;;
Idaho;Kuna;16 999;;;;
Tennessee;Goodlettsville;16 991;;;;
Nevada;Mesquite;16 970;;;;
California;Greenfield;16 929;;;;
Oregon;Pendleton;16 904;;;;
Arizona;Tanque Verde;16 901;;;;
Illinois;Fairview Heights;16 901;;;;
Florida;Glenvar Heights;16 898;;;;
Ohio;Norwalk;16 898;;;;
Texas;White Settlement;16 896;;;;
California;Artesia;16 895;;;;
Illinois;Country Club Hills;16 865;;;;
New York;Sayville;16 853;;;;
Utah;South Ogden;16 852;;;;
Tennessee;Dyersburg;16 839;;;;
Massachusetts;Southbridge Town;16 825;;;;
Florida;San Carlos Park;16 824;;;;
Florida;Maitland;16 823;;;;
Utah;Centerville;16 819;;;;
California;Imperial;16 811;;;;
Illinois;Westchester;16 807;;;;
Massachusetts;Amesbury Town;16 794;;;;
Ohio;Mount Vernon;16 788;;;;
Alabama;Center Point;16 777;;;;
Ohio;Defiance;16 776;;;;
Maryland;Beltsville;16 772;;;;
Georgia;Everett;16 769;;;;
Tennessee;Springfield;16 752;;;;
Louisiana;Chalmette;16 751;;;;
Maryland;Ferndale;16 746;;;;
Arizona;Douglas;16 744;;;;
Arizona;Eloy;16 738;;;;
Georgia;Fayetteville;16 725;;;;
California;Nipomo;16 714;;;;
Virginia;Laurel;16 713;;;;
Pennsylvania;Hampton Township;16 704;;;;
Georgia;Tifton;16 701;;;;
Georgia;North Decatur;16 698;;;;
North Carolina;Morganton;16 690;;;;
Connecticut;Wolcott;16 680;;;;
New Jersey;New Milford;16 678;;;;
Maryland;Easton;16 675;;;;
Illinois;Lemont;16 661;;;;
Missouri;Lemay;16 645;;;;
Florida;Sunny Isles Beach;16 635;;;;
Oregon;Oak Grove;16 629;;;;
New York;North Valley Stream;16 628;;;;
Washington;Centralia;16 623;;;;
Kentucky;Danville;16 620;;;;
Louisiana;Opelousas;16 617;;;;
Washington;Bothell West;16 607;;;;
Michigan;Hazel Park;16 604;;;;
Pennsylvania;Phoenixville;16 599;;;;
Massachusetts;Ashland;16 593;;;;
Texas;Mercedes;16 591;;;;
Washington;North Lynnwood;16 574;;;;
Rhode Island;Barrington;16 572;;;;
Illinois;Shorewood;16 569;;;;
Texas;Terrell;16 561;;;;
Oregon;Troutdale;16 552;;;;
Connecticut;Seymour;16 540;;;;
Michigan;Jenison;16 538;;;;
Wisconsin;Beaver Dam;16 536;;;;
Minnesota;Sartell;16 523;;;;
Florida;Pinewood;16 520;;;;
Indiana;Griffith;16 516;;;;
New Jersey;Wyckoff;16 514;;;;
Oregon;Ochoco;16 508;;;;
Illinois;Morton;16 499;;;;
Oklahoma;Tahlequah;16 496;;;;
Illinois;Bridgeview;16 491;;;;
Pennsylvania;Lansdale;16 487;;;;
Texas;Taylor;16 483;;;;
Ohio;Fairview Park;16 481;;;;
Pennsylvania;Scott Township;16 477;;;;
Minnesota;Red Wing;16 470;;;;
Maryland;Hillcrest Heights;16 469;;;;
New Jersey;South Orange;16 468;;;;
Maryland;Lutherville-Timonium;16 464;;;;
Florida;Opa-locka;16 460;;;;
Virginia;Vienna;16 459;;;;
California;Coalinga;16 452;;;;
Connecticut;Brookfield;16 452;;;;
Ohio;Fremont;16 448;;;;
Texas;Donna;16 448;;;;
New York;Bethpage;16 429;;;;
Missouri;Concord;16 421;;;;
Arizona;Flowing Wells;16 419;;;;
Illinois;Prospect Heights;16 418;;;;
Georgia;Kingsland;16 416;;;;
California;Laguna Woods;16 415;;;;
Texas;Uvalde;16 412;;;;
Michigan;Mount Clemens;16 408;;;;
Florida;Sunset;16 389;;;;
Louisiana;Estelle;16 377;;;;
Hawaii;Schofield Barracks;16 370;;;;
Maryland;Lansdowne-Baltimore Highlands;16 370;;;;
Missouri;Sikeston;16 370;;;;
Virginia;Bon Air;16 366;;;;
New York;Evans;16 356;;;;
Tennessee;Sevierville;16 355;;;;
Georgia;Norcross;16 349;;;;
Colorado;Canon City;16 337;;;;
New Jersey;South River;16 334;;;;
Oklahoma;Chickasha;16 334;;;;
Kentucky;Fort Thomas;16 329;;;;
Massachusetts;Easthampton;16 324;;;;
Florida;Howey-in-the-Hills-Okahumpka;16 323;;;;
Florida;Bayshore Gardens;16 323;;;;
Wisconsin;Oconomowoc;16 319;;;;
Minnesota;Hibbing;16 302;;;;
North Carolina;Hope Mills;16 301;;;;
California;Truckee;16 297;;;;
Texas;Brenham;16 297;;;;
Virginia;Buckhall;16 293;;;;
Georgia;Americus;16 283;;;;
Tennessee;Hardin Valley;16 267;;;;
New York;Roosevelt;16 258;;;;
Washington;Aberdeen;16 255;;;;
Alabama;Foley;16 243;;;;
West Virginia;Clarksburg;16 242;;;;
Ohio;Streetsboro;16 238;;;;
Wisconsin;Menomonie;16 237;;;;
Washington;Anacortes;16 232;;;;
Georgia;Murrayville;16 222;;;;
California;Oroville;16 220;;;;
Louisiana;Zachary;16 219;;;;
New York;Bellmore;16 218;;;;
New York;Cohoes;16 212;;;;
Virginia;Sudley;16 203;;;;
Florida;Stuart;16 197;;;;
Massachusetts;Auburn;16 188;;;;
Georgia;Dublin;16 182;;;;
Maine;Waterville;16 182;;;;
New York;Wilton;16 173;;;;
Indiana;Dyer;16 169;;;;
Colorado;Cimarron Hills;16 161;;;;
Indiana;Frankfort;16 153;;;;
Texas;Jollyville;16 151;;;;
Rhode Island;Middletown;16 150;;;;
New Jersey;Ocean Acres;16 142;;;;
Washington;Sunnyside;16 140;;;;
Virginia;Wolf Trap;16 131;;;;
New Jersey;Madison;16 122;;;;
Pennsylvania;Hermitage;16 118;;;;
Indiana;St. John;16 117;;;;
Georgia;Chamblee;16 112;;;;
Iowa;Altoona;16 105;;;;
Texas;Gainesville;16 095;;;;
Maryland;Maryland City;16 093;;;;
Connecticut;Colchester;16 068;;;;
New Hampshire;Laconia;16 067;;;;
California;Lake Tahoe;16 057;;;;
Georgia;Calhoun;16 052;;;;
Virginia;Fort Hunt;16 045;;;;
Oregon;Coos Bay;16 039;;;;
Massachusetts;Easthampton Town;16 036;;;;
Texas;Mount Pleasant;16 021;;;;
Florida;Vero Beach;16 017;;;;
Alabama;Talladega;16 012;;;;
New York;Rye;16 000;;;;
Virginia;Cherry Hill;16 000;;;;
Florida;Country Walk;15 997;;;;
Texas;Highland Village;15 995;;;;
Indiana;Crawfordsville;15 988;;;;
Massachusetts;Abington;15 985;;;;
Missouri;Overland;15 985;;;;
Oregon;Lebanon;15 982;;;;
California;Ukiah;15 977;;;;
North Carolina;Albemarle;15 976;;;;
Texas;Sulphur Springs;15 975;;;;
Indiana;Avon;15 971;;;;
Florida;Matanzas;15 969;;;;
New York;Floral Park;15 967;;;;
California;Walnut Park;15 966;;;;
Texas;Pecan Grove;15 963;;;;
Rhode Island;Burrillville;15 955;;;;
Oregon;Four Corners;15 947;;;;
Arkansas;Siloam Springs;15 944;;;;
Vermont;Rutland;15 942;;;;
Kentucky;Burlington;15 926;;;;
California;Vincent;15 922;;;;
Maryland;Parole;15 922;;;;
Florida;Southchase;15 921;;;;
South Carolina;West Columbia;15 920;;;;
Texas;Portland;15 915;;;;
Minnesota;Buffalo;15 912;;;;
California;La Palma;15 911;;;;
Georgia;Brunswick;15 903;;;;
Minnesota;Ham Lake;15 888;;;;
Missouri;Clayton;15 882;;;;
New York;Pearl River;15 876;;;;
Massachusetts;Fairhaven;15 873;;;;
Texas;Gatesville;15 872;;;;
Florida;Myrtle Grove;15 870;;;;
Texas;Aldine;15 869;;;;
Rhode Island;Narragansett;15 868;;;;
Massachusetts;Swansea;15 865;;;;
Michigan;Grandville;15 857;;;;
Maryland;Elkton;15 852;;;;
New York;Port Washington;15 846;;;;
Kansas;Great Bend;15 840;;;;
Indiana;Lebanon;15 836;;;;
Michigan;Grosse Pointe Woods;15 835;;;;
Illinois;Washington;15 816;;;;
Alabama;Hueytown;15 815;;;;
Pennsylvania;Wilkinsburg;15 813;;;;
Florida;Lake Mary;15 801;;;;
Virginia;Hybla Valley;15 801;;;;
Wisconsin;Kaukauna;15 799;;;;
California;Newberry-Baker;15 792;;;;
Massachusetts;Longmeadow;15 784;;;;
New Jersey;Asbury Park;15 778;;;;
Illinois;La Grange;15 759;;;;
Texas;Groves;15 753;;;;
Ohio;Middleburg Heights;15 751;;;;
Connecticut;Suffield;15 735;;;;
Ohio;Aurora;15 734;;;;
Mississippi;Greenwood;15 730;;;;
New York;La Grange;15 730;;;;
Pennsylvania;Willow Grove;15 726;;;;
New Jersey;North Arlington;15 723;;;;
Texas;Seagoville;15 723;;;;
Massachusetts;East Longmeadow;15 720;;;;
Georgia;Conyers;15 718;;;;
Virginia;Highland Springs;15 711;;;;
Washington;Mill Creek East;15 709;;;;
Massachusetts;Northbridge;15 707;;;;
South Dakota;Mitchell;15 693;;;;
Missouri;Republic;15 680;;;;
California;Carmel;15 677;;;;
Illinois;Bradley;15 677;;;;
Georgia;Riverdale;15 669;;;;
Florida;West Lealman;15 651;;;;
Washington;Bryn Mawr-Skyway;15 645;;;;
Kentucky;Shively;15 643;;;;
Florida;Scott Lake;15 642;;;;
New York;Parma;15 633;;;;
Texas;Humble;15 616;;;;
California;Idyllwild;15 608;;;;
Indiana;New Haven;15 608;;;;
Texas;West University Place;15 604;;;;
Connecticut;Ellington;15 602;;;;
California;Pacific Grove;15 601;;;;
Maryland;Elkridge;15 593;;;;
North Carolina;Laurinburg;15 593;;;;
Texas;Katy;15 591;;;;
